Timestamp,Title,Theme,Summary,last_price,return,volatility,next_day_price
2022-10-21,LNG Shipping Prices Skyrocket as Russia Disrupts Fuel Supplies,PODCAST,"A.M. Edition for Oct. 21. Daily freight rates to ship liquefied natural gas are at a record high, with prices expected to climb further as winter approaches. Wall Street Journal senior reporter Costas Paris explains why a lack of gas terminals in Europe and the use of around half of the LNG fleet as floating storage are keeping prices elevated. Luke Vargas hosts.",32.659,0.07878047169188074,0.11196372940288482,29.897
2022-10-21,Europe’s Energy Shock Spurs Rethink of Liberalized Gas Markets,Gas Markets,"Rocked by its biggest energy shock since the 1970s, Europe is unpicking parts of a two-decade endeavor to foster a competitive market in natural gas.",32.659,0.07878047169188074,0.11196372940288482,29.897
2022-10-21,LNG Shipping Prices Skyrocket as Russia Disrupts Fuel Supplies,PODCAST,"Daily freight rates to ship liquefied natural gas are at a record high, with prices expected to climb further as winter approaches. Wall Street Journal senior reporter Costas Paris joins WSJ What’s News host Luke Vargas to explain why a lack of gas terminals in Europe and the use of around half of the LNG fleet as floating storage are keeping prices elevated.",32.659,0.07878047169188074,0.11196372940288482,29.897
2022-10-24,The Hidden Corner of the Energy Market Where Russian Exports to Europe Are Booming,World,"While Russia has throttled its pipeline gas, its exports of liquefied natural gas to Europe are growing rapidly.",,,,
2022-10-24,Is Another Gas Glut on The Horizon?,Heard on the Street,"High prices have prompted investment in new LNG supply, but it could all be too much if Russian gas finds a route back to market or buyers succeed in cutting their demand.",,,,
2022-10-25,EU Seeks Quick Deal on Energy Price Interventions,Europe,The European Union wants to reach a deal within weeks on a set of market interventions to tackle the painfully high energy bills resulting from Russia’s economic war with the West.,29.897,-0.08457086867326002,0.11206985045678694,29.919
2022-10-26,"Europe, Once Fearing Gas Rationing, Has a Glut",Commodities,"Prices for natural gas have tumbled more than 70% from their late-August high, thanks in part to a burst of warm weather.",29.919,0.0007358597852626936,0.1120585440682267,30.025
2022-10-28,"Exxon, Chevron Investors Risk Altitude Sickness",Heard on the Street,"U.S. major oil companies had another standout quarter:  Combined, Exxon and Chevron reported nearly $31 billion in profits.",30.158,0.004429641965029152,0.11205690840152821,25.567
2022-10-28,Natural-Gas Prices Have Plunged Into Autumn,Gas Markets,A big driver of inflation is down more than 40% in two months as U.S. inventories have swelled since air-conditioning season.,30.158,0.004429641965029152,0.11205690840152821,25.567
2022-10-31,Colder Winter in Europe Could Mean Higher Natural-Gas Demand,Europe,"Colder weather conditions this winter could add pressure on governments and companies managing the continent’s supply of natural gas, just as they try to pivot away from their reliance on Russia.",25.567,-0.15223158034352413,0.11247106098812441,25.613
2022-11-03,"Europe Risks Huge Gas Shortfall Next Summer, IEA Warns",Business,"Governments in Europe must take further steps to limit its gas demand this winter or face a worsening energy crisis next year, the International Energy Agency warned.",29.007,0.09073475219974436,0.11245504258626636,28.176
2022-11-03,Sempra Infrastructure to Build New U.S. LNG Plant,Gas Markets,"The project is the first phase of Port Arthur LNG, a roughly $10.5 billion export facility in Texas that would start delivering cargoes around 2027, potentially adding much-needed supplies of liquefied gas to global markets.",29.007,0.09073475219974436,0.11245504258626636,28.176
2022-11-04,Why Natural Gas Tankers Are Lining Up Off Europe's Coast,VIDEO,"Tankers carrying liquefied natural gas are floating off Europe's coast, waiting for the price of the fuel to rise. WSJ’s Joe Wallace explains how the tankers are Europe’s attempt to address the energy shortage and what it might mean for the continent this winter. Photo Illustration: Alexander Hotz/WSJ",28.176,-0.028648257317199444,0.112345713773089,23.525
2022-11-04,Opinion: Supply-Side Steps to End Putin’s Economic War,Commentary,The most urgent policy shift is to promote energy production domestically and by reliable partners.,28.176,-0.028648257317199444,0.112345713773089,23.525
2022-11-09,Origin Energy Gets $10 Billion Takeover Bid,Business,Major retailer of electricity and gas in Australia gets a takeover proposal worth around $10 billion from a consortium led by Brookfield Asset Management.,25.301,-0.023918830292041227,0.11283240230700281,24.33
2022-11-11,Twitter Spoof Sank Natural Gas Prices,,,22.076,-0.09264282778462796,0.11279550883265752,22.1
2022-11-11,The U.S. Electric System Asks Customers for Help Avoiding Blackouts,Business,"As the grid becomes more unstable, officials are compensating industrial and residential customers to curb usage during times of peak stress.",22.076,-0.09264282778462796,0.11279550883265752,22.1
2022-11-16,"Opinion: GOP Legislative Agenda Is Too Little, Too Late",Letters,Sen. Mitt Romney has yet to be disabused of his political naivete on entitlement reform.,28.547,0.11303025577043058,0.11331036255898273,24.781
2022-11-17,Egypt Dims the Lights to Free Up More Gas for Europe,Middle East,The country is cutting back on its domestic energy use so it can sell more gas and help tackle its economic crisis.,24.781,-0.13192279398886053,0.11352360627838959,28.572
2022-11-17,Europe Needs Luck to Escape the Worst of Gas Crisis,Heard on the Street,"The European Union has stored enough gas to get through this winter. Ideally, tanks would still be around 40% full in the spring to be in a similar position next fall.",24.781,-0.13192279398886053,0.11352360627838959,28.572
2022-11-18,Race to Secure Gas for Europe’s Future Winters Has Already Begun,Commodities,"Some companies are weighing U.S. LNG deals, but talks have hit hurdles because of climate goals and pricing.",28.572,0.15298010572616128,0.11364644374845882,29.608
2022-11-21,"Fuel Prices Have Come Down Some, But Winter Heating Bills Will Probably Rise",,"Colder weather, higher prices and tight supply a pose the threat of a miserable winter for consumers",29.608,0.03625927481450386,0.11359801446430193,28.662
2022-11-22,"ECB Must Narrow Rate Gap With Fed, OECD Says",Economy,"While there have been some recent signs that these rates are at or close to their peaks, the Paris-based research group said inflation is unlikely to fall back quickly to the 2% level targeted by many central banks.",28.662,-0.03195082410159422,0.11361461573916085,34.238
2022-11-25,"Global Economy Slows, but Hopes Rise of Avoiding Deep 2023 Slump",PODCAST,"A.M. Edition for Nov. 25. Economists are projecting a weak start to 2023 for the global economy, but those forecasts are not as bleak as economists previously feared. Wall Street Journal reporter Paul Hannon explains why new data suggests slumps in the U.S. and Europe are forecast to be relatively short and how much stock to put in economists’ projections in the first place. Luke Vargas hosts.",31.577,0.0066628411119613595,0.11426761594451741,31.029
2022-11-25,"Global Economy Slows, but Hopes Rise of Avoiding Deep 2023 Slump",PODCAST,"Economists are projecting a weak start to 2023 for the global economy, but those forecasts are not as bleak as economists previously feared. Wall Street Journal reporter Paul Hannon joins WSJ What’s News host Luke Vargas to explain why new data suggests slumps in the U.S. and Europe are forecast to be relatively short and how much stock to put in economists’ projections in the first place.",31.577,0.0066628411119613595,0.11426761594451741,31.029
2022-11-25,"Fearing Sabotage, Europe Patrols Pipelines With Mine Hunters and Unmanned Subs",Europe,"The destruction of Nord Stream pipelines in September alarmed security forces across EU. “The Ukraine war, and especially the Nord Stream explosions, were a wake-up call,” said a commander at the Danish navy.",31.577,0.0066628411119613595,0.11426761594451741,31.029
2022-11-25,U.S. Natural-Gas Pioneer Struggles in His Second Act,Business,"Charif Souki played a starring role in transforming America into an energy powerhouse, but his second attempt at exporting natural gas is foundering.",31.577,0.0066628411119613595,0.11426761594451741,31.029
2022-11-29,Qatar Signs Limited Natural-Gas Supply Deal With Germany,Business,The agreement will help Berlin diversify supplies but falls far short of the amounts needed to replace missing Russian natural gas.,31.149,0.003867349898482031,0.1142656282855584,33.505
2022-11-29,China’s Belt and Road Initiative Meets Resistance in the Developing World,PODCAST,A.M. Edition for Nov. 29. China’s Belt and Road Initiative has seen Beijing spend billions of dollars across the developing world in order to expand its influence. But WSJ correspondent Saeed Shah says Beijing is now being forced to contend with a host of problems from corruption to political instability and violence in the countries where it operates. Luke Vargas hosts.,31.149,0.003867349898482031,0.1142656282855584,33.505
2022-11-29,Biden Calls on Congress to Pass Legislation to Avert Rail Shutdown,PODCAST,Qatar In Limited Natural Gas Supply Deal With Germany. Private-equity firm TPG has recruited former Wall Street power broker Tom Montag to launch a carbon-credit business. Kate Bullivant hosts.,31.149,0.003867349898482031,0.1142656282855584,33.505
2022-12-01,The New Battleships in Europe’s Energy War Are in Short Supply,Heard on the Street,The world’s tiny fleet of floating storage and regasification vessels is suddenly in high demand as the EU rushes to import more LNG.,38.075,0.13639755260408903,0.11463033330961876,32.765
2022-12-02,Japan Looks to Build Buffer of Natural Gas in Case of Supply Crunch,Asia,Russia’s move to decrease gas deliveries to Europe prompts Tokyo to rethink policy.,32.765,-0.13946158896913996,0.11493379647465027,36.243
2022-12-02,Opinion: How Japan Can Avoid Europe’s Energy Mistakes,Commentary,"The U.S. is ready to help Tokyo on innovation, efficiency, nuclear power and natural gas.",32.765,-0.13946158896913996,0.11493379647465027,36.243
2022-12-06,How the Century-Old Jones Act Affects Today's Home-Heating Prices,,"The maritime law aimed to prop up U.S. industry after World War I, but its limitations result in higher prices for shipments, including home heating oil and natural gas, critics say",35.313,-0.02566012747289126,0.11510974428264442,36.899
2022-12-06,Natural-Gas Prices Swing Again in Unseasonal Slump,Gas Markets,Mild weather and an outage at a liquefied-natural-gas export facility have pressured prices for the heating and power-generation fuel.,35.313,-0.02566012747289126,0.11510974428264442,36.899
2022-12-07,WSJ Video: Natural-Gas Prices Swing in Unseasonable Slump,,,36.899,0.04491263840511994,0.11511492303655893,40.353
2022-12-08,The Five-Year Engineering Feat Germany Pulled Off in Months,Europe,"Europe is racing to build natural-gas facilities to keep its economy afloat. If it fails to shore up its energy grid, governments might have to ration fuel this winter. “This project is really a race against time,” said one manager.",40.353,0.09360687281498148,0.11523548837106583,36.264
2022-12-08,Opinion: America Can Do More for Its Allies—and Itself,Letters,"Europe and Japan need gas, but we won’t produce more of it.",40.353,0.09360687281498148,0.11523548837106583,36.264
2022-12-09,TotalEnergies to Take $3.7 Billion Write-Down on Novatek Stake,Business,"The French energy giant also withdrew its directors from the Russian gas producer’s board, as part of its efforts to scale back business in Russia following the invasion of Ukraine.",36.264,-0.10133075607761499,0.11543657238807677,33.846
2022-12-09,Opinion: SEC Rule Aims to Make Every Company a Climate Company,Best of the Web,What happened to informing investors about relevant financial risks?,36.264,-0.10133075607761499,0.11543657238807677,33.846
2022-12-09,How Exxon Mobil’s CEO Views Energy Shortages and Increasing Profits,Journal Reports: Leadership,Darren Woods also talks about why the company is steering clear of renewables,36.264,-0.10133075607761499,0.11543657238807677,33.846
2022-12-15,Europe Can’t Afford to Name Its Gas Price,Heard on the Street,Supply of liquefied natural gas will be tight next year. Plans to cap how much the European Union pays are becoming riskier as China lifts Covid restrictions.,38.22,0.011807063059247058,0.11548179823538728,37.962
2022-12-15,Central Banks Slow Pace of Rate Hikes But Give Diverging Outlooks,PODCAST,"P.M. Edition for Dec. 15. The Federal Reserve, European Central Bank and Bank of England all raised interest rates half a percentage point this week. But the central banks are offering diverging outlooks for the path ahead. Reporter Paul Hannon joins host Annmarie Fertoli to discuss.",38.22,0.011807063059247058,0.11548179823538728,37.962
2022-12-15,Central Banks Slow Pace of Rate Hikes But Give Diverging Outlooks,PODCAST,"The Federal Reserve, European Central Bank and Bank of England all raised interest rates half a percentage point this week. But the central banks are offering diverging outlooks for the path ahead. Wall Street Journal reporter Paul Hannon joins WSJ What's News host Annmarie Fertoli to discuss.",38.22,0.011807063059247058,0.11548179823538728,37.962
2022-12-16,Qatar Warns Brussels Bribery Allegations Could Hurt Energy Talks With Europe,World,The Persian Gulf kingdom is one of Europe’s best hopes for weaning itself off Russian natural gas.,37.962,-0.006750392464678012,0.11543331302349236,35.405
2022-12-19,"Italy Found a Fix for Its Gas Crisis, but Locals Are Resisting",Europe,A town in Tuscany is fighting against an LNG terminal that Italy says is urgently needed as part of Europe’s efforts to replace Russian energy.,35.405,-0.0673568305147253,0.11549179266948195,33.297
2022-12-19,European Energy Ministers Agree to Natural-Gas Price Cap,Europe,"Russia’s invasion of Ukraine has sent prices for the fuel soaring across the continent, spurring the emergency measure.",35.405,-0.0673568305147253,0.11549179266948195,33.297
2022-12-20,Heard on the Street Recap: May Way for the BOJ,,,33.297,-0.05953961304900446,0.11554627242995498,32.171
2022-12-22,Shipping Industry Balks at Green Energy Transition,Business,"Shipowners are placing orders for greener vessels but are deterred by limited supplies of alternative fuels, high costs and the long route to meeting emissions targets.",30.035,-0.06639520064654503,0.11552009012768352,29.945
2022-12-22,Startup Plans to Make Synthetic Natural Gas With Green Hydrogen,Sustainable Business,Tree Energy Solutions is building a hydrogen hub in Germany.,30.035,-0.06639520064654503,0.11552009012768352,29.945
2022-12-26,"Russia’s Gas Production, Exports Shrink Under Sanctions Pressure",Russia,"Western import bans and price caps have battered foreign demand, but their exact impact is unclear because Moscow stopped posting trade data.",,,,
2022-12-27,Japanese Companies Reach Natural-Gas Deals,Asia,Japanese companies said they reached deals with Omani and U.S. producers for mid- to long-term supplies of liquefied natural gas.,27.277,-0.08909667724160963,0.11560598317590612,25.656
2022-12-27,Who's to Blame for Christmas Blackouts?,PODCAST,"A brutal winter storm puts the U.S. power grid to the test, as natural gas is diverted to heating, forcing utilities to beg for customers to turn off lights and appliances. Plus, while sales of electric vehicles are on the rise, studies show that their range falls precipitously when the temperature drops.",27.277,-0.08909667724160963,0.11560598317590612,25.656
2023-01-03,"German Facility, Built at Breakneck Speed, Accepts LNG From U.S.",Europe,"The shipment arrived at the import terminal for liquefied natural gas in the port town of Wilhelmshaven, a facility that was built in less than a year to help Germany avert an energy shortage.",23.901,-0.15588910471481554,0.11533144014853257,22.941
2023-01-04,Google and Meta's Digital-Ad Duopoly Fades,PODCAST,"A.M. Edition for Jan 4. For the first time in nearly a decade, the two largest players in online advertising are no longer raking in the majority of U.S. digital-ad dollars, a decline that industry insiders expect to continue in years to come. WSJ digital-advertising reporter Patience Haggin explains why Google and Meta’s dominance is fading and how TikTok and streaming platforms are shaking up the industry. Luke Vargas hosts.",22.941,-0.040165683444207345,0.11529172200122946,21.077
2023-01-04,"Exxon, Chevron Retreat From Big International Projects",PODCAST,"Fossil-fuel giants Exxon and Chevron plan to spend most of their annual budgets in the U.S., Argentina and Canada this year. Wall Street Journal markets reporter Joe Wallace joins WSJ What’s News host Luke Vargas to explain why the two largest U.S. oil companies decided to focus on oil projects in the Americas.",22.941,-0.040165683444207345,0.11529172200122946,21.077
2023-01-04,Natural Gas Plunges as Warm Weather Is Forecast,Gas Markets,Warm weather and ample supplies of natural gas have pushed prices down more than 50% since the summer to about what they cost a year ago.,22.941,-0.040165683444207345,0.11529172200122946,21.077
2023-01-09,Energy Bulls Are Getting Paid to Stay Calm,Heard on the Street,Oil and gas stocks are holding steady despite weaker energy prices. Lavish share buybacks may be one reason.,23.373,0.0055065605506561255,0.11365847130689359,23.111
2023-01-10,Made in the U.S.A.: Natural-Gas Prices,Heard on the Street,U.S. natural-gas prices took on European color last year. Warm weather and ample storage is bringing prices down to reflect local realities.,23.111,-0.01120951525264191,0.11365157166788992,21.912
2023-01-10,Oil and Gas Are Back and Booming,U.S.,"The Haynesville basin in Louisiana and Texas is humming with drillers. Among them is Chesapeake, a fracking pioneer that was in bankruptcy just two years ago.",23.111,-0.01120951525264191,0.11365157166788992,21.912
2023-01-10,Why U.S. Oil and Gas Are Booming Again,PODCAST,P.M. Edition for Jan. 10. Domestic production of oil and gas are near record levels. So what’s fueling the fossil fuel boom? And will it last? Reporter Benoît Morenne joins host Annmarie Fertoli to discuss.,23.111,-0.01120951525264191,0.11365157166788992,21.912
2023-01-10,Why U.S. Oil and Gas Are Booming Again,PODCAST,Domestic production of oil and gas are near record levels. So what’s fueling the fossil fuel boom? And will it last? Wall Street Journal reporter Benoît Morenne joins WSJ What's News host Annmarie Fertoli to discuss.,23.111,-0.01120951525264191,0.11365157166788992,21.912
2023-01-12,EIG Bets Big on Rising Demand for Liquefied Natural Gas,Pro PE Industry News,"EIG Global Energy Partners is one of the few private-equity firms still investing billions of dollars in fossil fuel-related assets, as it bets on continued global demand for liquefied natural gas before the world can fully rely on renewable energy.",20.861,-0.047964585615187905,0.11359176545357419,21.772
2023-01-13,How Europe Escaped a Looming Energy Crisis,Europe,"The worst-case scenario has been averted through conservation by consumers, mild temperatures and a scramble to create more gas supplies.",21.772,0.04367000623172412,0.11353272779506575,18.784
2023-01-18,"German Chancellor Praises Ukraine’s Resistance, Warns Against Economic Protectionism",Davos,"Russia has failed to reach its goals, and the war has made the West more resilient and accelerated the decarbonization of its economies, German Chancellor Olaf Scholz said at the World Economic Forum.",19.151,0.041437816085703405,0.11269723900161012,21.085
2023-01-18,Natural Gas Tumbles To Fresh Low,,,19.151,0.041437816085703405,0.11269723900161012,21.085
2023-01-19,What Does the Future Hold for Natural Gas?,Journal Reports: Energy,"Its reputation as being reliable and abundant has taken a hit from Europe’s energy crisis, and concerns about its environmental impact are growing.",21.085,0.10098689363479729,0.11188577719062479,20.486
2023-01-19,Liquefied Natural Gas Will Have a Less Frenzied 2023,Heard on the Street,"China’s reopening makes a further slide in LNG prices unlikely, but it won’t necessarily supercharge prices again either.",21.085,0.10098689363479729,0.11188577719062479,20.486
2023-01-24,European Natural-Gas Prices Tumble After Freeport LNG Requests Restart,,,,,,
2023-02-02,"Shell Posts $42 Billion Profit, Adding to Industry’s Record Haul",Earnings,"Shell became the latest oil giant to post a record annual profit last year, joining U.S. peers in surging back from early pandemic losses on soaring energy prices.",18.813,0.047028049866429056,0.11116378510458735,17.592
2023-02-03,Caribbean Seeks Venezuelan Energy as Sanctions Ease,Latin America,Countries coping with high energy costs are turning to Venezuela as the U.S. relaxes curbs that have kept its supplies off limits for years.,17.592,-0.0649019295168235,0.11121080362433645,17.545
2023-02-06,Methanol Takes Lead in Shipping’s Quest for Green Fuel,Journal Reports: Energy,"A successful shift to methanol, however, will require billions of dollars of investments in new ships and fueling infrastructure, as well as lower prices for methanol.",17.545,-0.002671668940427252,0.1111407705043854,16.601
2023-02-09,BP Reconsiders Renewables Amid High Oil Prices,PODCAST,"A.M. Edition for Feb. 9. Oil major BP is slowing its transition to renewable and lower-carbon energy amid record profits. Wall Street Journal senior European energy correspondent Jenny Strasburg explains what that means for the broader energy transition. Plus,the stock market rally of 2023 is showing wider breadth. Peter Granitz hosts.",15.663,-0.003245513554791968,0.11108943532323601,16.026
2023-02-09,BP Reconsiders Renewables Amid High Oil Prices,PODCAST,Oil major BP is slowing its transition to renewable and lower-carbon energy amid record profits. Wall Street Journal senior European energy correspondent Jenny Strasburg joins WSJ What’s News host Peter Granitz and explains what that means for the broader energy transition.,15.663,-0.003245513554791968,0.11108943532323601,16.026
2023-02-10,Natural Gas: Fasten Your Seat Belts,Heard on the Street,The buffers that keep America’s natural-gas price fluctuations at bay are eroding.,16.026,0.02317563685117796,0.11108733387113885,15.4
2023-02-17,Turkey Earthquake Challenges Erdogan Ahead of Elections,PODCAST,"A.M. Edition for Feb. 17. Even before last week’s earthquake, Turkish President Recep Tayyip Erdogan was facing public discontent over the state of the economy. WSJ reporters Jared Malsin and Daniella Cheslow in Adana, Turkey, detail the added challenges Mr. Erdogan now confronts as he contends with mass displacement, economic damage and tensions amid a call to postpone national elections. Plus, why shares of aircraft lessors are taking off. Luke Vargas hosts.",14.499,-0.06908507223113958,0.11064026109296766,14.642
2023-02-17,Abu Dhabi to Sell 4% of Natural-Gas Business in IPO,Finance,The national energy company hopes to raise $2 billion from the sale and comes as Middle East energy producers ramp up plans to supply Europe.,14.499,-0.06908507223113958,0.11064026109296766,14.642
2023-02-22,How Hybrid Work Is Changing Offices of the Future,The Future of Everything,Architects and real-estate developers are pioneering concepts to entice workers who will permanently split their time between home and office. Here are the innovations you’ll see in coming years.,14.513,0.04312513476604618,0.11010372006610086,14.735
2023-02-23,"Natural-Gas Prices Plunge, and Drillers Dial Back",Gas Markets,"Prices for the fuel are down more than 65% since mid-December, and U.S. inventories have flipped to an unseasonable surplus.",14.735,0.015296630607041894,0.11009626845466651,14.988
2023-02-24,Peacetime Would Be a Black Swan Event For Energy,Heard on the Street,"Even if an end to the war in Ukraine isn’t imminent, energy producers need to consider the possibility before they invest in long-term projects.",14.988,0.01717000339328134,0.1099985680041013,14.71
2023-02-24,Sanctions Net Widens to Catch Russia’s Middle East Shipping Company,Markets,"The measures targeted Sun Ship, a Dubai unit of the Russian state-owned tanker company that brings in 70% of Russia’s energy revenue.",14.988,0.01717000339328134,0.1099985680041013,14.71
2023-03-03,Abu Dhabi Gas IPO Raises $2.5 Billion,,,13.963,-0.039419372592184976,0.10728607630849053,13.113
2023-03-03,How Gas From Texas Becomes Cooking Fuel in France,Business,"Following Russia’s invasion of Ukraine, Europe is importing U.S. natural gas like never before to heat homes, generate electricity and power factories.",13.963,-0.039419372592184976,0.10728607630849053,13.113
2023-03-03,Energy Industry Wrestles Over Going Green Too Fast,Business,Climate issues and energy security are expected topics at a gathering of government officials and oil executives.,13.963,-0.039419372592184976,0.10728607630849053,13.113
2023-03-06,Record U.S. Gas Exports Finding Their Way to Europe,PODCAST,"P.M. Edition for Mar. 6. After Russia’s invasion of Ukraine, Moscow all but cut its flows of pipeline gas to Europe, its largest customer. Now, the continent is heating homes, generating electricity and powering factories with gas fracked from wells in the U.S., as the amount of LNG exports from the U.S. to Europe has reached record levels. Reporter Benoît Morenne joins host Annmarie Fertoli to discuss the journey of the gas from the wells in the U.S. to regasification facilities in Europe.",13.113,-0.060875170092386965,0.10274053271991447,13.013
2023-03-06,Record U.S. Gas Exports Finding Their Way to Europe,PODCAST,"After Russia’s invasion of Ukraine, Moscow all but cut its flows of pipeline gas to Europe, its largest customer. Now, the continent is heating homes, generating electricity and powering factories with gas fracked from wells in the U.S, as the amount of LNG exports from the U.S. to Europe has reached record levels. Wall Street Journal reporter Benoît Morenne joins WSJ What’s News host Annmarie Fertoli to discuss the journey of the gas from the wells in the U.S. to regasification facilities in Europe.",13.113,-0.060875170092386965,0.10274053271991447,13.013
2023-03-15,Why Gas Bills Are Going Crazy—With No End in Sight,Gas Markets,"Supply challenges contributed to the most volatile year on record for natural gas prices, and the volatility isn’t slowing down.",13.764,-0.04170437930794402,0.0824209002768276,13.165
2023-03-31,"Japan Breaks With U.S. Allies, Buys Russian Oil Above Cap",Commodities,"Citing energy needs, Tokyo won legal exception to rules binding Group of Seven nations.",12.869,0.06346582927030808,0.0809097709914475,13.533
2023-04-14,Fossil-Fuel Veterans Find Next Act With Green Hydrogen,Business,Executives see similarities between the nascent industry and the early days of liquefied natural gas.,11.932,-0.01648532805802827,0.08039329744369718,12.512
2023-04-18,Warren Buffett and Japan’s Trading Titans Would Be Formidable Allies,Heard on the Street,The Berkshire Hathaway head hinted in a recent interview that his interest in Japan’s trade giants goes beyond just holding their stocks.,12.378,-0.010709718670076751,0.08044574781427463,12.557
2023-04-21,China Strikes Energy Deals as Its Clout Grows in Middle East,World,"For years, China has bought oil and gas from the Middle East. Now, Chinese companies are making big investments in parts of the energy infrastructure.",11.857,-0.013478658790248788,0.08004312491197894,11.685
2023-04-27,Europe Moves Toward Cutting a Last Source of Russian Energy,Europe,Steps to limit shipments of LNG from Russia could push up natural-gas prices.,11.148,-0.01196490295134267,0.07996206266719509,11.293
2023-04-27,Trans Rights Under Pressure in Two U.S. Statehouses,PODCAST,A.M. Edition for April 27. DOJ is suing Tennessee to block restrictions on transgender healthcare. And Montana bars a trans lawmaker from debate after she protested a similar bill. Plus Russian crude is nearing a $60 sanctions cap. Luke Vargas hosts.,11.148,-0.01196490295134267,0.07996206266719509,11.293
2023-04-27,"Russian Oil Prices Surge, Put Sanctions to Test",PODCAST,Urals crude has bubbled from a low of $35 a barrel in January to close to the $60-a-barrel limit the U.S. and allies placed on most Russian crude exports. Wall Street Journal reporter Joe Wallace joins WSJ What’s News host Luke Vargas to explain why those price rises are putting pressure on the West’s ability to keep Russian oil on the market while still pinching the Kremlin’s revenue.,11.148,-0.01196490295134267,0.07996206266719509,11.293
2023-05-05,Good News for Your Utility Bills: Gas Producers Keep Drilling,Commodities,Continued flow of natural gas should ease electricity costs but it is risky for companies.,9.882,-0.03983676642052081,0.07854520566778568,10.072
2023-05-08,Shell and BP’s Hidden Spark,Heard on the Street,"The European companies’ energy traders generate huge profits, but investors are mostly in the dark.",10.072,0.0192268771503743,0.07855114541517495,10.272
2023-05-10,Executive’s Russian Ties Cause Stir at Italian Energy Company,Europe,"The nomination of Paolo Scaroni, an energy-industry veteran and ally of former Italian prime minister Silvio Berlusconi, drew sharp criticism because of his history of close business dealings with Russia.",10.472,0.01947040498442365,0.07810142750308079,10.131
2023-05-24,Sudden Energy-Price Collapse Brings Economic Boon,Gas Markets,"After skyrocketing last year due to the Ukraine war, natural-gas prices are in retreat around the world. But the outlook isn’t entirely positive, as the drop is also a symptom of slowing activity.",9.722,-0.006438426162493682,0.07697687017965164,9.291
2023-05-26,"Texas, a Clean-Energy Pioneer, Turns Against Renewables",Business,"The state welcomed wind and solar power for years, fueling rapid growth. Now Republicans want a rollback.",8.996,-0.03175115703368847,0.07697535775517232,8.867
2023-06-09,CEO Takes Shell’s Pitch Direct to Wall Street,Business,Wael Sawan signals openness to more oil production in an effort to woo investors.,9.484,0.053660704366181644,0.07701653807525008,9.882
2023-06-27,Australia Put a Lid on Rising Energy Prices. Some Warn It Was a Mistake.,Gas Markets,"Lawmakers say an experiment with price controls has helped consumers, but natural-gas producers argue it is stifling investment.",11.715,-0.04709614446071264,0.07519550758389641,12.049
2023-06-28,Cheaper Natural-Gas Prices in Store This Summer,Gas Markets,The fuel’s price has rallied but is much lower than a year ago.,12.049,0.02851045667947072,0.07521885162482768,11.776
2023-07-10,Gov. Doug Burgum's Run for President,PODCAST,"On this episode of the Potomac Watch podcast, Paul Gigot speaks with North Dakota Governor and 2024 GOP Presidential candidate Doug Burgum about how energy policy failures led to the war in Ukraine, why a flat tax would make sense for Washington, if sanctions should continue on Russian oil, and why a Jan. 6 riot would not happen during a Burgum administration.",11.725,0.002136752136752129,0.07505546136986836,11.185
2023-07-11,Japan Accuses Australia of Betrayal in Fight Over Natural-Gas Exports,World,"The two U.S. allies, normally close, are trading barbs after Canberra clamped down on carbon emissions.",11.185,-0.046055437100213203,0.07490143510137293,11.0
2023-07-20,Why This Heat Isn’t Cranking Up Your Gas Bill,Gas Markets,"With a glut from the warm winter, the power-generation fuel costs 60% less than last summer.",10.657,0.00832623710852487,0.07424903845171373,11.384
2023-07-21,America’s Rise as Energy Export Powerhouse Hinges on One Town,Commodities,"Pipelines to Corpus Christi, Texas, are near capacity as U.S. oil production approaches records.",11.384,0.06821807262831947,0.07435366412201723,11.075
2023-07-25,U.S. Allies in Asia Snub Natural Gas From Alaska Project,Asia,Potential buyers are concerned about the lack of major investment commitments by big U.S. energy companies in the $44 billion project.,11.404,0.02970654627539515,0.07392481901472109,11.865
2023-07-27,"Weaker Energy Prices Temper Shell’s Profit, but Not Cash Payouts for Investors",Earnings,The oil major boosted its dividend and added a $3 billion buyback in its first quarterly results release since its new CEO unveiled a strategic shift.,11.15,-0.060261272650653175,0.07381272263158178,10.703
2023-07-27,EU Launches Antitrust Probe Over Microsoft Teams,PODCAST,A.M. Edition for July 27. The European Commission is investigating whether Microsoft is abusing its dominant position by bundling its Teams videoconferencing app with its popular Office productivity software. Plus U.S. officials are telling allies in Asia that a new Alaskan natural gas pipeline could deliver them energy security. So why aren’t they lining up to back it? Journal reporter River Davis explains. And how a coup in Niger could threaten a key bulwark against terrorism. Luke Vargas hosts.,11.15,-0.060261272650653175,0.07381272263158178,10.703
2023-07-27,EU Launches Antitrust Probe Over Microsoft Teams,PODCAST,A.M. Edition for July 27. The European Commission is investigating whether Microsoft is abusing its dominant position by bundling its Teams videoconferencing app with its popular Office productivity software. Plus U.S. officials are telling allies in Asia that a new Alaskan natural gas pipeline could deliver them energy security. So why aren’t they lining up to back it? Journal reporter River Davis explains. And how a coup in Niger could threaten a key bulwark against terrorism. Luke Vargas hosts.,11.15,-0.060261272650653175,0.07381272263158178,10.703
