Timestamp,Title,Theme,Summary
2022-02-23,"With Nord Stream 2 Freeze, Germany Takes First Step to Cut Russian Gas Reliance",Europe,"Vladimir Putin’s aggression in Ukraine triggered a search for alternative gas supplies, but it could take years for Berlin to wean itself off Russian imports."
2022-02-23,Western Businesses Prepare for Fallout From Russia Sanctions,PODCAST,"As the U.S. and its allies impose sanctions on Russia, many businesses, from big banks to energy companies to steel plants, are preparing for possible economic fallout. Wall Street Journal reporter Alistair MacDonald joins WSJ What’s News host Annmarie Fertoli to discuss."
2022-02-22,"Germany Puts Nord Stream 2 Pipeline On Hold, Raising Supply Worry",Gas Markets,Berlin is reassessing the Russian natural-gas project despite Europe’s winter of surging prices and concern over future supplies.
2022-02-22,Russian Tanks Roll into Ukraine,PODCAST,"Validimir Putin sends his military forces over the border into Eastern Ukraine, after delivering a bellicose speech denying Ukraine's legitimacy and claiming that NATO might use it as a springboard to attack Russia. Can the U.S. and its allies hang together on a sanctions regime strong enough to deter further invasion?"
2022-02-21,Opinion: Cracks in Western Resolve on Russia,Review & Outlook,"Putin sends troops into eastern Ukraine, while Europe and the U.S. seem unsure how to respond."
2022-02-18,Opinion: Biden’s Regulators Empower Putin,Review & Outlook,FERC sets rules that will block new U.S. natural gas pipelines.
2022-02-18,Can Quebec’s Dams Power New York? Blackstone Is Betting $4.5 Billion on It.,Business,The private equity giant learned how challenging it can be to bring renewable power to the Big Apple—from hundreds of miles away.
2022-02-17,Europe’s Energy Crisis Pays Off for U.S. Natural-Gas Sellers,Commodities,The U.S. became the top LNG exporter for the first time during December as falling natural-gas supplies from Russia and Ukraine tensions boosted energy prices in Europe.
2022-02-14,Opinion: America Takes Pole Position on Oil and Gas,Commentary,U.S. exports limit price increases and help check disruptive behavior by the likes of Russia and Iran.
2022-02-14,Why Russian Invasion Peril Is Driving Oil Prices Near $100,Oil Markets,"Spare supplies of oil and gas are limited globally as demand rebounds faster than production, making a Russian move on Ukraine a serious geopolitical risk event."
2022-02-13,Opinion: American Gas to Europe’s Rescue,Review & Outlook,LNG export terminals are loading tankers with fuel destined for countries threatened by Putin’s energy extortion.
2022-02-11,Opinion: U.S. Oil and Natural-Gas Producers Can Help,Letters,America is positioned to provide stability amid any energy disruption.
2022-02-09,Russia Thrived as It Integrated With the West—a New Cold War Is Unraveling That,Capital Account,A Ukraine invasion would trigger sweeping sanctions that cripple Russia’s few knowledge industries and push it closer to China.
2022-02-07,Weaning Europe Off Russian Gas Will Take Time,Heard on the Street,Pipeline diplomacy with Moscow has built an interdependence that will take years to unwind.
2022-02-02,Europe’s Energy Crisis Eases Even as Ukraine-Russia Tensions Build,Markets,Hopes are rising that Europe will avoid a winter energy crisis that some feared would play to Russian President Vladimir Putin’s advantage as Moscow prepares for a possible invasion of Ukraine.
2022-02-01,"U.S., Allies Wonder if They Can Count on Germany in Russia-Ukraine Crisis",Europe,"Officials from other NATO countries are asking whether Germany’s reliance on Russian gas, its postwar tendency to keep a low profile in international conflicts and its longstanding links with Moscow are making it an unreliable ally in the push to support Ukraine."
2022-01-31,Is Russian Gas Europe’s Achilles’ Heel?,PODCAST,"As European countries mount a diplomatic and economic pressure campaign to deter a Russian invasion of Ukraine, the continent’s reliance on Russian gas is emerging as a potential vulnerability. Wall Street Journal reporter Drew Hinshaw tells WSJ What’s News host Luke Vargas how Europe became so reliant on Russian energy."
2022-01-31,Is Russian Gas Europe's Achilles' Heel?,PODCAST,"A.M. Edition for Jan. 31. As European countries mount a diplomatic and economic pressure campaign to deter a Russian invasion of Ukraine, the continent's reliance on Russian gas is emerging as a potential vulnerability. WSJ's Drew Hinshaw explains how Europe became so reliant on Russian energy. Plus podcaster Joe Rogan apologizes and Spotify creates a Covid-19 information hub following Neil Young's outcry over what he called misinformation on the platform. Dow Jones - the publisher of the Wall Street Journal - has a partnership with Gimlet Media, a unit of Spotify. Luke Vargas hosts."
2022-01-30,"Before Ukraine Standoff, U.S. Pitched Its ‘Freedom Gas’ to Europe and Found Few Takers",World,"American efforts to export LNG to the continent as an alternative to Russian supplies achieved mixed results. As conflict looms, options to send more gas now are limited."
2022-01-28,Chevron Still Has Gas in Its Tank,Heard on the Street,"Chevron’s record-breaking results weren’t enough to keep up with its record-breaking share prices. With the strongest balance sheet among peers, though, it will have more flexibility to woo investors later in the year."
2022-01-27,Natural-Gas Futures Spike in Latest Market Turmoil,Gas Markets,"At one point, late in the trading session, February futures jumped to nearly $7.35 before crashing back down and rising again to the closing price."
2022-01-27,Oil Prices Could Hit $100 This Summer. What’s Fueling the Surge?,PODCAST,"Wall Street forecasters predict that oil prices could hit, or even exceed, $100 a barrel by the summer. Wall Street Journal commodities reporter Ryan Dezember joins WSJ What’s News host Annmarie Fertoli to discuss what is fueling higher prices and what it means for the economy."
2022-01-27,Russia Standoff Prompts Europe to Enlist U.S. Help Securing Gas,Europe,European officials are scrambling to lock down energy supplies they would need to keep their economies churning if hostilities around Ukraine imperil natural gas piped from Russia.
2022-01-26,Opinion: Biden’s Berlin Gas Airlift,Review & Outlook,The West’s energy disarmament is a gift to Putin on Ukraine.
2022-01-23,Germany’s Reliance on Russian Gas Limits Europe’s Options in Ukraine Crisis,Europe,Berlin is vulnerable if the West sanctions Russia over Ukraine and Moscow responds by cutting off natural-gas exports.
2022-01-14,PE Daily: Welsh Carson Seeks $5 Billion | Altura’s First Close | Secondary Market to See More Strip Sales,Pro PE Newsletter,"Although the weather may be freezing, the pace of private-equity fundraising activity still seems to be red hot with Preeti Singh reporting that Welsh Carson Anderson & Stowe has returned to the fundraising trail seeking $5 billion for its newest fund offering."
2022-01-04,Opinion: Europe Energy Crisis Goes Global,Business World,"To see climate politics turn really crazy, add fuel shortages and high prices."
2021-12-18,Taiwan Voters Back Ruling Party in Referendum,Asia,The vote is a setback for Beijing that removes a key obstacle to a U.S. trade deal.
2021-12-18,U.S. Gas Exports Likely More Trickle Than Flood,Heard on the Street,Market conditions look ripe for another wave of liquefied natural gas export terminals being built in the U.S. Grabbing that opportunity will be easier said than done.
2021-12-15,Energy Crisis in Europe Intensifies,Finance,"Cold weather and fear of a Russian invasion of Ukraine are sending natural gas prices into overdrive, fueling inflation and clouding economic growth."
2021-12-08,"Opinion: Stupid Inflation Tricks, Round 2",Review & Outlook,An energy executive instructs Sen. Warren on natural gas prices and CO2 emissions.
2021-12-06,Balmy Forecasts Send Natural Gas Prices Plunging,Gas Markets,Worries of soaring heating bills have diminished as warm weather and higher production boost supply.
2021-11-16,PE Daily: Spring Hill Nabs $151 Million | Bain Capital Backs Mixpanel | Tim Draper’s ESG Style | Equinox Bags $255 Million in Bridge Financing,Pro PE Newsletter,"Today we have two reports from our Luis Garcia, who unpacks a Bain Capital investment in data analytics company Mixpanel Inc. and details fundraising efforts by another Boston firm, Spring Lane Capital, which is nearing the halfway mark in a drive to collect $400 million for a new fund."
2021-11-07,Natural-Gas Exports Lift Prices for U.S. Utilities Ahead of Winter,Gas Markets,"The supply squeeze, one of the first ever since the U.S. began sending large volumes of gas abroad, means hefty heating bills for consumers."
2021-11-02,China Binges on U.S. Gas,PODCAST,China is buying more liquified natural gas from the U.S. than ever before. The Wall Street Journal's Quentin Webb tells WSJ What's News host Peter Granitz what's driving the surge in demand and what this means for gas prices.
2021-11-02,"Democrats, Republicans Watch Bellwether Vote in Virginia",PODCAST,A.M. Edition for Nov. 2. Numerous elections get under way in the U.S. today. But one vote is seen as a national bellwether for how midterms will pan out - the race for governor in Virginia. WSJ's Aaron Zitner lays out the issues at stake and what the two candidates stand for. Peter Granitz hosts.
2021-11-02,"China Binges on U.S. Gas to Manage Energy Shortage, Carbon Footprint",Gas Markets,"Record U.S. liquefied natural gas exports to China today are in contrast to just a couple of years ago, after the country imposed tariffs on U.S. LNG during the trade war."
2021-10-26,PE Daily: Silver Lake Returns With a New Megafund | Shakeup at Blackstone’s Hedge-Fund Business | BV Investment Partners to Buy Outsourcing Company,Pro PE Newsletter,"Even given the tech-buyout giants’ history of pushing the fundraising envelope, the latest effort from Silver Lake may come as a surprise."
2021-10-22,Natural Gas Prices Drop From Recent Peak,Commodities,"Natural-gas prices have shed 19% since hitting a 13-year high earlier this month, reversing some of a run-up that has prompted fears of exorbitant heating bills and higher manufacturing costs at a time of already high prices."
2021-10-17,Some Investors Say Bank Pledges on Arctic Drilling Contain Loopholes,Finance,Controversy over the funding of Arctic oil-and-gas drilling comes as world leaders and top financiers prepare to gather for the United Nations climate conference on curbing carbon emissions.
2021-10-13,Does Carbon Capture Undermine Efforts for Fewer Emissions?,PODCAST,"Big energy companies are touting 'carbon-neutral' oil and gas, but sceptics say there is no such thing. WSJ What's News host Peter Granitz and WSJ's Dieter Holger discuss what carbon capture means for efforts to burn less fossil fuel."
2021-10-13,Russia Shows Its Growing Sway Over Global Energy Markets,Russia,"Russia, the world’s largest exporter of gas in the world and the source of more than a third of Europe’s gas, has emerged as a critical supplier with the power to quickly alleviate the continent’s gas deficit."
2021-10-13,Is Carbon Capture Undermining the Case for Fewer Emissions?,PODCAST,"A.M. Edition for Oct. 13. As big energy companies tout 'carbon-neutral' oil and gas, WSJ's Dieter Holger discusses what this means for efforts to burn less fossil fuel. The U.S. will open its land borders for nonessential travel by vaccinated people. Plus, Social Security is set to rise the most in 40 years in a bid to combat the impact of soaring inflation. And WSJ's Alex Frangos weighs in on the third-quarter earnings season. Peter Granitz hosts."
2021-10-12,Big Energy Companies’ New Pitch: ‘Carbon-Neutral’ Oil and Gas,Sustainable Business,"Some energy companies are selling oil and gas bundled with carbon offsets and marketing the products as carbon neutral, but critics say the practice could undermine the case for burning less fossil fuel."
2021-10-08,An SEC Rule Was Meant to Protect Individual Investors. Chaos Ensued.,The Intelligent Investor,Thousands of stocks and bonds in the over-the-counter market are now out of reach for small investors. Professionals are still trading.
2021-10-08,Shippers of Natural Gas Divert Tankers to Highest Bidder,PODCAST,"As global gas prices continue to soar, WSJ What's News host Peter Granitz and WSJ columnist Rochelle Toplensky explore what this means for countries looking to buy gas and why some are now turning oil and coal plants back on."
2021-10-08,Ireland Paves the Way for a Global Tax Deal,PODCAST,"A.M. Edition for Oct. 8. WSJ's Paul Hannon explains why the last major holdout has agreed to raise its corporate tax rate and what that means for a global deal. Tesla moves its headquarters from California to Texas. Plus, journalists Maria Ressa and Dmitry Muratov win this year's Nobel Peace Prize for their efforts to safeguard freedom of expression. And agricultural economist Andrew Novakovic explains why retail cheese prices are on the rise. Peter Granitz hosts."
2021-10-07,Natural-Gas Shortage Sets Off Scramble Ahead of Winter,Commodities,"The resurgence in demand from economies bouncing back from the pandemic and other factors caught traders, shipowners and energy executives off guard."
2021-10-07,Winter Forecast Is Cold Comfort for Natural-Gas Consumers,Heard on the Street,A closely watched forecast shows that the coming winter will be manageable for the U.S. natural-gas markets. That may not be enough to take the air out of natural-gas prices.
2021-10-01,Winter Is Coming. Should the U.S. Hang On to Its Natural Gas?,Heard on the Street,Rising natural gas prices could put pressure on politicians to limit exports—but curbs have the potential to backfire.
2021-09-30,Opinion: Biden’s Energy Price Shock,Review & Outlook,His policies are already contributing to global oil supply shortages.
2021-09-30,Gas Markets Will Get Even More Exciting,Heard on the Street,"The cleaner-burning fuel is at the heart of the energy transition, but its price volatility is likely to only get worse."
2021-09-22,"Europe Pumps Less Gas as Demand Rebounds, With Russia Filling the Gap",Europe,"Natural-gas supply shortfalls have led to record prices for the fuel and for electricity, leading to fears of a shortage and spotlighting European efforts to slash greenhouse-gas emissions."
2021-09-22,Russia’s New Gas Pipeline to Germany Delivers More Power to Moscow,Heard on the Street,A cold winter might force European regulators to speed up the approval process for the controversial Nord Stream 2 pipeline now running between Russia and Germany.
2021-09-20,America’s Next Hot Import Might Be Record Energy Prices,Heard on the Street,"Natural-gas, coal and electricity prices are all running abnormally high, far too early."
2021-09-19,"Natural-Gas Prices Surge, and Winter Is Still Months Away",Commodities,The jump in prices is prompting worries about winter shortages and forecasts for the most expensive fuel since frackers flooded the market.
2021-09-15,Opinion: The Jones Act Ties the Hands of American Industry,Letters,The law hands an edge to imports.
2021-09-13,Energy Prices in Europe Hit Records After Wind Stops Blowing,Markets,A sudden slowdown in wind-driven electricity production off the coast of the U.K. in recent weeks whipsawed through regional energy markets.
2021-09-11,Natural-Gas Market Conditions Look Unnatural,Heard on the Street,"Storage levels of the fuel look rather thin globally, while prices have surged. A cold winter in parts of the world could send prices even higher."
2021-08-27,A Fledgling Natural-Gas Exporter Has Become a Meme Stock,Business,"Charif Souki, a pioneer of America’s shale-gas shipping industry, is connecting with young, internet-savvy investors who have taken an interest in his fledgling company"
2021-08-15,Shale Pioneer Chesapeake Touts Natural Gas Again,Business,"The company has agreed to purchase Vine Energy, positioning itself for the export market six months after exiting bankruptcy."
2021-08-12,"Frackers, Shippers Eye Natural-Gas Leaks as Climate Change Concerns Mount",Business,The top U.S. gas producer and exporter have teamed up to track the emissions from wells that feed major shipping terminals amid growing pressure from investors and customers.
2021-07-19,Santos Has Proposal to Acquire Oil Search Rejected,Business,The deal would have brought together two Australia-listed companies to create $16 billion energy producer.
2021-07-13,Record Natural Gas Prices Give Power Markets a Jolt,Gas Markets,"A scramble for natural gas is creating pockets of scarcity in the global market, boosting prices for the fuel and for the electricity generated by burning it."
2021-06-23,"Melting Ice Pits Russia Against U.S., China for Control of Shipping Route",Russia,"The Kremlin is close to realizing its controversial plans for a global shipping route in its high north—plans that have put Moscow at odds with the U.S. and could create friction with China, two countries that also have designs on the Arctic."
2021-06-15,Joe Biden's Retreat From Oil and Gas,PODCAST,"The Biden Administration suspends drilling leases in Alaska's Arctic National Wildlife Refuge, as the Keystone XL pipeline is finally canceled. Plus, Kamala Harris's trip to Guatemala, where she says, ""if you come to our border, you will be turned back."""
2021-06-09,Opinion: America’s Energy Gift to Dictators,Review & Outlook,"China, Russia and Iran will exploit the U.S. retreat on fossil fuels."
2021-05-28,Pro Bankruptcy Briefing: Manhattan Firm’s Liquidators Say Lawyer Short $17 Million in Client Funds,Pro Bankruptcy Newsletter,Liquidators say the collapse of real-estate law firm Kossoff PLLC destroyed livelihoods and left a trail of unpaid creditors behind. The liquidating trustee sifting through the defunct firm warned of a difficult case ahead.
2021-05-12,Opinion: The Jones Act Strikes Again,Review & Outlook,"Biden considers another waiver, but the real answer is to sink it."
2021-05-04,U.S. LNG Club Could Get More Exclusive,Heard on the Street,"Healthy demand growth should help U.S. LNG exporters such as Cheniere Energy, but supply additions from global giants will make it difficult for new projects to break through."
2021-04-30,Opinion: Alaska’s Energy Industry Is as Clean as It Gets,Cross Country,Biden’s climate plan will kill American jobs and enrich dirty producers in China and Russia.
2021-04-25,How to Add Gas to U.S.-China Climate Cooperation,Heard on the Street,"Both the U.S. and China want to capture the renewable energy market, but on gas there is a clearer—and rare, these days—alignment of interests."
2021-04-22,Ship Operators Move Toward LNG to Pare Emissions,Logistics Report,Natural gas-powered vessels are becoming more popular as a halfway measure as a search continues for non-carbon-based fuels.
2021-04-08,Opinion: Reject Nord Stream 2 Once and for All,Commentary,The pipeline puts Ukraine’s national security at serious risk.
2021-03-27,"Amid Islamist Siege in Mozambique, Energy Giant Scrambles to Evacuate",Africa,Total and international contractors were moving staff from a $20 billion natural-gas project.
2021-03-26,Suez Canal Blockage Sends Exporters Scrambling,Business,"Asian and European manufacturers, which rely heavily on the Suez Canal to move their products between regions, are weighing contingency plans as efforts to move a ship drag out."
2021-03-25,Energy Industry Grapples With Fallout From Suez Canal Blockage,Business,"The fallout from the Suez Canal blockage rippled through the energy industry, with the cost of renting tankers rising and shippers starting to plot alternative routes for supplies of oil and gas."
2021-03-10,India’s Top Shipping Company Set to Kick Off Privatization Push,Logistics Report,"At least five maritime operators are in talks with the Indian government to buy a majority stake in the country’s biggest shipping company, which could be among the first public entities to be sold in the country’s biggest ever privatization drive."
2021-03-05,China’s Pursuit of Natural Gas Jolts Markets and Drains Neighbors,Gas Markets,Beijing’s quest to run the world’s second-largest economy on cleaner energy is reshaping global trade in the fossil fuel.
2021-02-23,PE Daily: A New Enforcement Era for PE | K1 Bets on Atera Networks | Boyu Capital’s Singapore Shift,Pro PE Industry News,"The U.S. crossed a sobering threshold in the coronavirus pandemic yesterday, surpassing 500,000 deaths, even as the nation continues to roll out vaccinations against the virus."
2021-02-18,U.S. Natural Gas Shortage Hampers Blackout Recovery,Gas Markets,Frozen oil and gas wells and pipeline infrastructure have reduced the fuel available to power plants as companies seek to restore electricity to millions this week.
2021-02-16,Opinion: Texas Cold’Em: Power Outages Are Political,Business World,Neither the blackouts nor their fixes teach anything useful about climate risks.
2021-02-16,Don’t Blame Wind for Texas Electricity Woes,Heard on the Street,Renewable energy and market design are easy targets during electricity failures but they are inadequate explanations.
2021-02-15,Oil Prices Rally as Cold Blast Hits Texas,Oil Markets,Frigid temperatures across swaths of the country injected new momentum into the rally in energy markets in part by threatening oil-and-gas production in Texas.
2021-02-15,Opinion: A Deep Green Freeze,Review & Outlook,Power shortages show the folly of eliminating natural gas—and coal.
2021-02-12,Oil Industry’s Dash for Gas Comes With Risks,Heard on the Street,"There are early signs of a new wave of investment in liquefied natural gas, oil’s cleaner cousin. The industry is trumpeting a new capital discipline, but it might not be enough to stop another glut."
2021-02-11,"Shell Hits Its Own Peak Oil, Plans to Reduce Output",Earnings,"The company said it would start reducing oil production, calling an end to a decades-old strategy centered on pumping more hydrocarbons as it and other energy giants seek to capitalize on a shift to low-carbon power."
2021-02-10,Americans Heating Outdoor Spaces Have Fired Up Propane Prices,Business,"Propane prices have risen more than 70% this winter thanks to an explosion in patio heating and booming exports to Asia. Prices are up more than fourfold from the March bottom, when cold-weather outdoor dining hadn’t been contemplated."
2021-02-01,Wintry Weather Lifts Natural-Gas Prices,Gas Markets,"Natural-gas futures are 57% higher than a year ago, when the weather was uncommonly warm, yet still about 15% below the price to start this heating season."
2021-01-31,Opinion: Will Biden Choose Paris Over Bismarck and Pierre?,Commentary,"To hold his climate vows, he’ll have to downsize the fossil fuels industry aggressively—costing jobs."
2021-01-28,Opinion: Insurance Rates Show LNG Shipment Is Safe,Letters,Claiming that LNG poses an unreasonable safety risk is wrong—nothing could be further from the truth.
2021-01-28,Ship Operators Seek Calmer U.S. Trade Waters Under Biden,Shipping Matters,"Carrier executives say sanctions, trade turmoil under Trump undercut planning and fueled uncertainty in maritime operations."
2021-01-21,Opinion: Biden Would Be Right to Ban LNG Terminal,Letters,"Blocking this project from moving forward should, indeed, be an easy call."
2021-01-17,Record Liquefied Natural Gas Prices in Asia Won’t Last,Heard on the Street,"A cold snap and a supply crunch have created a perfect storm for liquefied natural gas prices in Asia, but investors in the sector should be aware that the pendulum is likely to swing the other way soon."
2021-01-15,Australia Considers Outback Quarantine Camps,World,"Aggressive quarantine programs have kept the coronavirus at bay in Australia, but as contagious new Covid-19 strains threaten that success, one leader wants to house returned travelers far from cities, in Outback camps where temperatures can top 100 degrees."
2021-01-11,"Emerging and Growth Markets, January 9th 2021",Frontiers Blog,A weekly roundup of key news affecting emerging and growth markets from the Wall Street Journal and beyond.
2021-01-11,Cold Snap Sparks Record Rise in Natural Gas Prices in Asia,U.S.,"A blast of cold weather in northeast Asia and a shortage of ships for transporting gas have sparked a scramble for cargoes of liquefied natural gas, igniting a steep rise in prices."
2021-01-10,Opinion: Biden’s First Fracking Test,Review & Outlook,Will he allow a proposed port for LNG to go through as planned?
2020-12-24,"Gas Is Cleaner Than Oil, But It Still Has a Transition Problem",Heard on the Street,"As a relatively clean fossil fuel, natural gas will play a useful role for years to come. It is less certain that it will be a profitable one."
2020-12-21,Shell Signals Another Poor Quarter for Oil Majors,Business,"Shell said it would write down the value of its assets by up to $4.5 billion and warned of another set of poor earnings for the fourth quarter, showing how the oil-and-gas industry continues to struggle amid the fallout of the pandemic."
2020-12-09,"Natural Gas, Propane Are Early Winners in Quest for Clean Ship Fuels",Logistics Report,Natural gas and propane are emerging as the leading choices for fuel sources to power vessels for shipping companies moving to slash carbon emissions in their operations.
2020-11-26,U.K.’s Centrica Seeks to Sell Liquefied Natural Gas Portfolio,Gas Markets,"The energy supplier is trying to sell its portfolio of LNG supply contracts and other assets, according to people familiar with the matter, as it seeks to simplify its operations amid volatile LNG prices."
2020-11-19,Natural Gas Heads Into Winter Looking Bloated,Heard on the Street,"Oil is the commodity with a cartel, but in the U.S., natural-gas producers are the ones showing cartel-like discipline this year. That firmness will be key as the country enters the winter with high levels of natural gas in storage."
2020-11-04,Cold Weather Thaws Natural-Gas Prices,Commodities,Winter’s approach and a lot of working from home have lifted natural-gas prices to more than double their summer lows.
2020-11-03,French Power Company Drops U.S. LNG Deal,Business,Engie’s decision to halt negotiations with LNG exporter NextDecade follows reports of pressure from the French government over methane concerns.
2020-10-29,"Shell Tries to Woo Investors With Dividend Raise, Promise of Future Payouts",Business,"Shell reported a small profit, raised its dividend and said it planned to increase shareholder payouts, offering an upbeat assessment of its ability to weather the pandemic-inspired demand shock that has kept oil prices weak."
2020-10-08,Russia’s Siberian Waters See Record Ship Traffic as Ice Melt Accelerates,Logistics Report,"The Arctic has gone through its warmest summer on record, and with the ice melting, more ships than ever are sailing along Russia’s Siberian coast, underscoring its role as a growing energy transport corridor and potential as a new ocean trade route."
2020-10-01,Pandemic Pain Persists for Big Oil Companies,Business,Major oil companies signaled they remain under extreme financial pressure and oil prices slid Thursday as demand for fossil fuels rebounds slowly after being crushed by the coronavirus pandemic.
2020-09-30,Oil Giant Total Pledges Renewable Power Push,Business,"Total SA pledged to ramp up its spending on renewable energy and reduce its dependence on petroleum, the latest move by a major oil company toward cleaner power."
2020-09-30,"Shell to Cut Up to 9,000 Jobs",Business,"Royal Dutch Shell said it would cut up to 9,000 jobs in a broad restructuring, as the energy giant grapples with the ongoing fallout of the pandemic."
2020-09-28,"CFTC Nominee Traded Stocks, Options While in Government",Financial Regulation,President Trump’s nominee to the agency that regulates the vast derivatives market traded extensively in stocks and options during his more than three years in government.
2020-09-25,PE Daily: SEC Scrutinizes SPACs | Alaska Permanent Fund’s Stock Boost | Hastings’s Co-Investment Pool,Pro PE Newsletter,"This year, investors, including a number of private-equity folks, have been forming blank-check companies at breakneck speed. All the frenzy has attracted regulatory attention, as Dave Michaels and Alexander Osipovich reported yesterday for The Wall Street Journal. Comments by SEC Chairman Jay Clayton sparked a sharp, albeit temporary, selloff in SPAC shares yesterday. Specifically, Mr. Clayton said his agency is focused on the incentives and compensation for SPAC sponsors. We’ll see if his comments throw any cold water on this year’s SPAC fire."
2020-09-16,U.S. Gas Exporters Eye Europe’s Surging Prices,Commodities,"Natural-gas prices have surged in Europe, offering good news for exporters that invested in infrastructure for shipping it over the past decade, only to contend with a collapse in sales when the pandemic struck."
2020-09-11,The New Geopolitics of Energy,The Saturday Essay,Power is shifting from longtime oil giants like Russia and Saudi Arabia to innovators like China—and maybe the U.S.
2020-09-09,"NBA Bubble Works for Actors and Utility Workers, Too",Business,There are lessons in the successes of quarantine bubbles like the NBA’s that could shape how some companies ramp back up as U.S. coronavirus cases continue to climb.
2020-08-31,Natural-Gas Prices Turn Lower,Gas Markets,Prices of natural gas were dragged down by cooler-than-expected weather and reduced demand for gas-powered cooling as the end of summer approaches.
2020-08-27,America’s Energy Corridor Narrowly Averts Direct Hit From Laura,Business,"Hurricane Laura appeared to narrowly miss the heart of America’s fuel-making and chemicals infrastructure along the Gulf Coast, where companies and officials were assessing damage Thursday morning."
2020-08-26,U.S.’s Fuel-Making Corridor Prepares for Hurricane Laura,U.S.,"Refineries, petrochemical facilities and ports along the Gulf Coast were closing as the hurricane strengthened to a Category 4 storm with 140-mile-an-hour winds barreling toward the Texas-Louisiana border."
2020-08-24,Blackstone Nets $5 Billion From Cheniere Stake Sale,Pro PE Exits,Blackstone Group is selling a stake in liquefied natural gas exporter Cheniere Energy Partners to Brookfield Asset Management’s infrastructure arm in a deal that will provide Blackstone’s energy investing group with a gain of roughly $5 billion.
2020-08-22,Coronavirus Further Complicates Shell’s Giant Floating Gas Project,Business,Shell spent billions of dollars developing a floating gas terminal five football fields long. The pandemic is posing a new problem: How to get workers safely back on site to start it back up.
2020-08-21,"Natural Gas Prices Are on Fire, but Producers Are Holding Back",Commodities,"Natural gas prices have shot up 66% since late June, and speculators are betting they will keep climbing. But the companies that control the country’s spigots aren’t so sure."
2020-08-21,Today’s Logistics Report: Fighting for a Port; Strife on Docks; Accelerating Technology,WSJ Logistics Report,Today’s Top Supply Chain & Logistics News.
2020-08-20,Islamist Attacks in Mozambique Threaten to Disrupt Total-Led Natural-Gas Project,Logistics Report,"Fighting between Islamic extremist rebels and Mozambique’s army over a key port is threatening to disrupt the East African nation’s burgeoning natural-gas developments, including a multibillion-dollar project led by French energy giant Total."
2020-07-30,Shell Swings to Historic Loss as Pandemic Devastates Oil Demand,Earnings,"Royal Dutch Shell swung to a heavy loss in the second quarter and warned that the outlook for oil-and-gas demand continued to be uncertain, illustrating the scale of the damage Covid-19 is wreaking on the industry."
2020-07-29,Total Takes $8 Billion Write-Down on Weak Oil Outlook,Earnings,"The French energy giant is reducing the value of its Canadian oil-sand assets and LNG assets in Australia, citing higher costs and lower demand."
2020-07-27,"Emerging and Growth Markets, July 25th 2020",Frontiers Blog,A weekly roundup of key news affecting emerging and growth markets from the Wall Street Journal and beyond.
2020-07-24,Shipyards’ Rebound Hopes Are Coming Up Empty,Shipping Matters,Orders for new oceangoing ships are at record lows as carriers sit on the sidelines amid faltering trade demand during the pandemic and uncertainty over future ship-power technology.
2020-07-21,The Daily Shot: 20% of U.S. Labor Force Receives Unemployment Benefits,Dailyshot Blog,
2020-07-07,The World Can’t Take Much More Shale Gas,Gas Markets,"Natural-gas prices have bounced back from the 25-year low reached late last month, but analysts and traders don’t expect them to go much higher. At least until it is time to turn on the heat."
2020-07-05,Companies Cancel Atlantic Coast Pipeline After Years of Delays,Business,Duke Energy and Dominion Energy are pulling the plug on the proposed $8 billion pipeline under the Appalachian Trail as companies continue to meet environmental opposition to new fossil fuel conduits in the U.S.
2020-07-05,China Is Unlikely to Meet Purchase Targets for U.S. Energy,Economy,Economic fallout from the coronavirus pandemic has cast doubt on whether China can meet its targets to buy U.S. goods under this year’s trade deal—with energy emerging as the biggest casualty.
2020-07-02,Shipowners Line up for Total’s Mozambique LNG Project,Logistics Report,Some of the world’s biggest shipowners are lining up to move natural gas from Mozambique as French energy giant Total moves ahead with its $23 billion East Africa liquefaction project.
2020-06-30,"Shell Takes $22 Billion Write-Down, Expecting Lower Oil and Gas Prices",Commodities,Royal Dutch Shell is writing down the value of its assets by up to $22 billion because of lower energy prices following the demand-sapping coronavirus pandemic.
2020-06-15,"As Turkey Shunned Russian Gas, Its Companies Amassed Debt",World,"A string of Turkish companies have accumulated debt of about $2 billion to Russian state energy giant PAO Gazprom, according to people familiar with the matter, liability that could hinder Ankara’s drive to reduce its reliance on Russian natural gas, in part by boosting imports from the U.S."
2020-06-15,"The Daily Shot: Risk-Off Sentiment Is Back, as Concerns About COVID-19 Progress Resurface",Dailyshot Blog,
2020-06-04,America’s Natural-Gas Woes Are Imported,Heard on the Street,Natural-gas inventories are bulging before summer has begun and neither domestic supply nor demand is the reason.
2020-06-03,The Daily Shot: Majority of U.S. Farmers Expect a Decline in Their Net Worth in the Next 12 Months,Dailyshot Blog,
2020-05-31,Natural Gas Is Losing Its Shine for Ship Operators,Shipping Matters,"The pandemic is hitting the market for natural gas hard, undercutting hopes for a rich new vein for profits on the water. It is making the business of transporting liquefied natural gas look more like other sectors that have been sending operators of oceangoing cargo ships through wild peaks and valleys."
2020-05-28,Global Glut Keeps a Lid on Natural-Gas Prices,Oil Markets,"Mild May weather has limited domestic demand, brimming storage facilities abroad have reduced exports and the flow from oil wells hasn’t declined by as much as expected."
