Timestamp,Title,Theme,Summary
"March 30, 2022 10:11 am ET",Europe Woos Qatar for an Alternative to Russian Gas,World,The Persian Gulf kingdom is emerging as one of the most attractive options in Europe‘s search for new sources of natural gas to replace Russian imports.
"March 26, 2022 08:00 am ET",Natural-Gas Industry Gets Boost as Biden Shifts Stance,Gas Markets,"President Biden’s pledge to increase U.S. liquefied natural-gas exports to Europe marks a further retreat from his hard-line stance against fossil fuels, sending industry share prices surging."
"March 25, 2022 06:38 pm ET",Opinion: Biden’s Great Energy and Climate Contradiction,Review & Outlook,He wants more gas for Europe from U.S. companies he wants to put out of business.
"March 25, 2022 05:47 pm ET","Joe Biden Welcomes 100,000 Ukrainian Refugees",PODCAST,"While in Europe for an emergency meeting of NATO and a trip to Poland, Joe Biden announces that the U.S. will accept 100,000 Ukrainian refugees. He also promises more U.S. natural gas for our European allies, but will his policies match his rhetoric? Plus, the panel answers a listener's question about whether the United Nations has a role to play in ending Russia's invasion."
"March 25, 2022 05:41 pm ET",U.S. to Boost Gas Deliveries to Europe Amid Scramble for New Supplies,Europe,The U.S. is ramping up shipments of liquefied natural gas to Europe this year as the continent hunts for new supplies around the globe to phase out its reliance on Russian energy after the invasion of Ukraine.
"March 25, 2022 12:48 pm ET",Europe’s Energy Woes Are Rerouting Global LNG Flows,Heard on the Street,European customers are just beginning to replace Russian pipeline gas with liquefied natural gas from the U.S.
"March 23, 2022 11:16 am ET",Many Businesses Are Quitting Russia. Big French Firms Are Staying Put.,World,"Some of France’s largest companies, including Renault, Societe Generale and TotalEnergies, are maintaining ties in Russia after its invasion of Ukraine."
"March 21, 2022 07:17 pm ET",Cash Crunch Drives Wild Moves in Commodities,Markets,"Commodity traders are being hit by huge cash requests from banks and exchanges, propelling whipsaw moves in markets and hindering the movement of materials beyond Russia and Ukraine."
"March 21, 2022 06:19 pm ET",Opinion: There’s Still Much More Sanctions Can Do to Help Ukraine,Commentary,Russia takes in up to $7 billion a week from energy exports. Sever Putin’s revenue stream.
"March 18, 2022 10:59 am ET",How the West Can Win a Global Power Struggle,The Saturday Essay,"In an economic Cold War pitting China and Russia against the U.S. and its allies, one side holds most of the advantages. It just has to use them."
"March 17, 2022 03:45 pm ET",How Ukraine Is Changing the Politics of Energy and Climate Change,PODCAST,Rising gasoline prices and Russia's invasion mean that energy security and costs matter more than climate policies.
"March 14, 2022 08:50 am ET",The High Cost of Europe’s Energy Security,Heard on the Street,"The European Union is expected to release another round of sanctions this week covering industries such as steel and luxury goods, but the kind of bans on Russian energy introduced by the U.S. and U.K. aren’t on the table."
"March 13, 2022 05:30 am ET",How Europe Hopes to Wean Itself From Russian Natural Gas,Gas Markets,Europe has managed to divert some U.S. liquefied natural gas shipments to its ports. But EU countries will likely need to sign longer-term contracts to lock in demand.
"March 12, 2022 09:00 am ET","For Some Countries, Economic Ripples of Ukraine War Bring Windfall",Europe,"Those rich in oil and gas and other commodities are expected to get a boost from soaring prices, though inflation will sting consumers and weigh on global growth."
"March 11, 2022 12:00 pm ET",Opinion: Why U.S. Oil and Gas Stays Stuck in the Ground,Letters,‘I have seen shale drilling make oil but lose billions of dollars.’
"March 7, 2022 10:00 am ET",Replacing Russian Gas in Europe Will Require State Planning,Heard on the Street,"Europe’s latest energy plan, expected out this week, will likely cover a host of actions, from energy efficiency measures in transport, machines and buildings, to hydrogen and possibly even hydropower and marine energy."
"March 6, 2022 05:12 pm ET",Opinion: Hitting Putin Where It Hurts by Sanctioning Russia’s Oil Exports,Review & Outlook,A mere U.S. ban on Russian oil imports is a distraction from the real issue.
"March 5, 2022 05:30 am ET",Europe Fears It Could Be Too Late to Shake Off Russian Gas Addiction,Oil Markets,A decadeslong reliance on Moscow’s energy has left Europe unprepared if the taps are turned off.
"March 3, 2022 05:59 pm ET",Opinion: The Cost of Neglecting the Middle East,Global View,The war in Ukraine reveals the folly of taking old American allies for granted.
"March 2, 2022 01:36 pm ET",Opinion: Maybe Germany Had Reason to Prefer Russian Energy,Letters,U.S. natural-gas suppliers are great—until Democrats pull the rug out from under them.
"March 1, 2022 06:45 pm ET",Opinion: A Lesson in Energy Masochism,Review & Outlook,Here’s how Europe made itself vulnerable to Putin’s gas blackmail.
"March 1, 2022 06:36 pm ET",Opinion: Jonesing to Give Up Russian Oil,Review & Outlook,"Hawaii imports Moscow crude, and the Jones Act is one bad reason why."
"March 1, 2022 09:33 am ET",Western Companies Pull Out of Russia,PODCAST,Large western businesses are continuing to cut ties with Russia following its invasion of Ukraine. Wall Street Journal markets reporter Anna Hirtenstein tells WSJ What’s News host Luke Vargas it’s all part of a broader trend of Western businesses facing moral and political pressure to sever their ties with Russia.
"March 1, 2022 06:10 am ET",Russian Forces Target Ukrainian Civilians,PODCAST,"A.M. Edition for March 1. Russia intensifies its war in Ukraine, pummeling civilian centers and setting the stage for a major assault on the capital, Kyiv. WSJ national-security reporter Brett Forrest is in Lviv in western Ukraine and he says we may be seeing a regression to more traditional tactics from Moscow, as Russian forces struggle with fierce Ukrainian resistance. Luke Vargas hosts."
"February 28, 2022 06:45 pm ET",Opinion: Germany’s Climate Left Gets Serious,Review & Outlook,Greens in Berlin start to make responsible energy trade-offs. Is President Biden listening?
"February 28, 2022 04:56 pm ET",Consolidation Drives Private Equity’s Haynesville Shale Exits,Pro PE Commentary Analysis,A consolidation push among U.S. oil-and-gas producers is creating opportunities for private-equity firms to sell energy companies after years of slow exit activity in the industry—a trend that has been particularly visible among businesses operating in the gas-rich Haynesville Shale region in the South.
"February 28, 2022 10:39 am ET",Energy Sanctions Are a Weapon Putin Would Understand,Heard on the Street,"Sanctions on Russia announced since it invaded Ukraine have been designed to exclude commodity imports. President Biden and his allies fear the impact of comprehensive sanctions on resource markets and their economies, particularly in Europe where gas supplies are already tight."
"February 27, 2022 06:56 pm ET","As War Reshapes Europe, Germany Pivots on Defense, Aid",Europe,"Chancellor’s shake-up of a German foreign policy that has long relied on trade and diplomatic dialogue, while playing down the need for military strength, shows how Vladimir Putin’s war on Ukraine is sending shock waves throughout Europe."
"February 27, 2022 07:00 am ET",Russia Sends Natural-Gas Tankers to Kaliningrad Outpost,World,Stationing LNG ships in the Baltic amid Ukraine fighting indicates Moscow is poised for wider disruption to European energy supplies.
"February 27, 2022 06:47 am ET",Germany to Raise Defense Spending Above 2% of GDP,Europe,"The nation will boost defense spending and create a strategic natural-gas reserve, Chancellor Olaf Scholz said, marking a significant shift in reaction to Russia’s war in Ukraine."
"February 27, 2022 02:49 am ET","Opinion: Energy, Russia and American Power",Review & Outlook,"Biden’s war on fossil fuels helps Putin, as the Ukraine crisis shows."
"February 26, 2022 09:00 am ET",Russia’s Energy Dominance Ties West’s Hands in Ukraine War,Europe,"Europe gets about 40% of its natural-gas imports from Russia, making it hard to sanction a sector that is a vital source of revenue for Moscow."
"February 25, 2022 01:08 pm ET",Opinion: American LNG Is a Strategic and Green Asset,Letters,Why do we strengthen Russia’s hydrocarbon industry by restricting our own?
"February 25, 2022 10:29 am ET",Ukraine War Challenges European Energy Supplies,PODCAST,Sanctions against Russia announced by the EU crucially did not cover the import of Russian natural gas. Wall Street Journal reporter Joe Wallace joins WSJ What’s News host Luke Vargas to discuss the EU’s dependency on Russian energy.
"February 25, 2022 06:50 am ET",Russian Forces Close In on Kyiv as Bombing Intensifies,PODCAST,A.M. Edition for Feb. 25. NATO and European leaders are responding to Russia’s invasion of Ukraine with further sanctions and the bolstering of Eastern European defense flanks. WSJ editor Dan Michaels says the war has strengthened European unity. But one area where leaders don’t agree is how to wean Europe off its dependence on Russian energy supplies. WSJ’s Joe Wallace explains the possible options and what this war means for the commodities market. Luke Vargas hosts.
"February 24, 2022 10:54 am ET","As Ukraine Burns, Europe’s Energy Options Look Limited",Heard on the Street,"Europe will be able to manage a disruption to natural-gas flow through Ukraine. If Russia starts cutting off natural gas altogether, though, there isn’t a whole lot the world can do to help."
"February 24, 2022 10:51 am ET",Russian Invasion Scrambles Prospects for Global Economy,Economy,"The attack on Ukraine heaps fresh risks on a global economy struggling with soaring inflation, supply-chain snarls and a rocky recovery from the pandemic."
"February 24, 2022 03:22 am ET",Russia Attack on Ukraine Threatens European Gas Supplies,Gas Markets,Natural-gas prices rose around the world as Russia’s new military push against Ukraine poses another threat to Europe’s already tenuous supply of natural gas.
"February 23, 2022 11:19 pm ET","Ukraine Crisis Kicks Off New Superpower Struggle Among U.S., Russia and China",World,Beijing and Moscow now hold a stronger hand in confronting the West than during the Cold War.
"February 23, 2022 06:32 pm ET","With Nord Stream 2 Freeze, Germany Takes First Step to Cut Russian Gas Reliance",Europe,"Vladimir Putin’s aggression in Ukraine triggered a search for alternative gas supplies, but it could take years for Berlin to wean itself off Russian imports."
"February 23, 2022 06:14 pm ET",Western Businesses Prepare for Fallout From Russia Sanctions,PODCAST,"As the U.S. and its allies impose sanctions on Russia, many businesses, from big banks to energy companies to steel plants, are preparing for possible economic fallout. Wall Street Journal reporter Alistair MacDonald joins WSJ What’s News host Annmarie Fertoli to discuss."
"February 22, 2022 06:49 pm ET","Germany Puts Nord Stream 2 Pipeline On Hold, Raising Supply Worry",Gas Markets,Berlin is reassessing the Russian natural-gas project despite Europe’s winter of surging prices and concern over future supplies.
"February 22, 2022 03:52 pm ET",Russian Tanks Roll into Ukraine,PODCAST,"Validimir Putin sends his military forces over the border into Eastern Ukraine, after delivering a bellicose speech denying Ukraine's legitimacy and claiming that NATO might use it as a springboard to attack Russia. Can the U.S. and its allies hang together on a sanctions regime strong enough to deter further invasion?"
"February 21, 2022 11:45 pm ET",Opinion: Cracks in Western Resolve on Russia,Review & Outlook,"Putin sends troops into eastern Ukraine, while Europe and the U.S. seem unsure how to respond."
"February 18, 2022 06:40 pm ET",Opinion: Biden’s Regulators Empower Putin,Review & Outlook,FERC sets rules that will block new U.S. natural gas pipelines.
"February 18, 2022 10:22 am ET",Can Quebec’s Dams Power New York? Blackstone Is Betting $4.5 Billion on It.,Business,The private equity giant learned how challenging it can be to bring renewable power to the Big Apple—from hundreds of miles away.
"February 17, 2022 06:14 pm ET",Europe’s Energy Crisis Pays Off for U.S. Natural-Gas Sellers,Commodities,The U.S. became the top LNG exporter for the first time during December as falling natural-gas supplies from Russia and Ukraine tensions boosted energy prices in Europe.
"February 14, 2022 06:24 pm ET",Opinion: America Takes Pole Position on Oil and Gas,Commentary,U.S. exports limit price increases and help check disruptive behavior by the likes of Russia and Iran.
"February 14, 2022 05:31 am ET",Why Russian Invasion Peril Is Driving Oil Prices Near $100,Oil Markets,"Spare supplies of oil and gas are limited globally as demand rebounds faster than production, making a Russian move on Ukraine a serious geopolitical risk event."
"February 13, 2022 05:12 pm ET",Opinion: American Gas to Europe’s Rescue,Review & Outlook,LNG export terminals are loading tankers with fuel destined for countries threatened by Putin’s energy extortion.
"February 11, 2022 02:53 pm ET",Opinion: U.S. Oil and Natural-Gas Producers Can Help,Letters,America is positioned to provide stability amid any energy disruption.
"February 9, 2022 04:25 pm ET",Russia Thrived as It Integrated With the West—a New Cold War Is Unraveling That,Capital Account,A Ukraine invasion would trigger sweeping sanctions that cripple Russia’s few knowledge industries and push it closer to China.
"February 7, 2022 07:26 am ET",Weaning Europe Off Russian Gas Will Take Time,Heard on the Street,Pipeline diplomacy with Moscow has built an interdependence that will take years to unwind.
"February 2, 2022 03:21 pm ET",Europe’s Energy Crisis Eases Even as Ukraine-Russia Tensions Build,Markets,Hopes are rising that Europe will avoid a winter energy crisis that some feared would play to Russian President Vladimir Putin’s advantage as Moscow prepares for a possible invasion of Ukraine.
"February 1, 2022 10:11 am ET","U.S., Allies Wonder if They Can Count on Germany in Russia-Ukraine Crisis",Europe,"Officials from other NATO countries are asking whether Germany’s reliance on Russian gas, its postwar tendency to keep a low profile in international conflicts and its longstanding links with Moscow are making it an unreliable ally in the push to support Ukraine."
"January 31, 2022 10:10 am ET",Is Russian Gas Europe’s Achilles’ Heel?,PODCAST,"As European countries mount a diplomatic and economic pressure campaign to deter a Russian invasion of Ukraine, the continent’s reliance on Russian gas is emerging as a potential vulnerability. Wall Street Journal reporter Drew Hinshaw tells WSJ What’s News host Luke Vargas how Europe became so reliant on Russian energy."
"January 31, 2022 06:20 am ET",Is Russian Gas Europe's Achilles' Heel?,PODCAST,"A.M. Edition for Jan. 31. As European countries mount a diplomatic and economic pressure campaign to deter a Russian invasion of Ukraine, the continent's reliance on Russian gas is emerging as a potential vulnerability. WSJ's Drew Hinshaw explains how Europe became so reliant on Russian energy. Plus podcaster Joe Rogan apologizes and Spotify creates a Covid-19 information hub following Neil Young's outcry over what he called misinformation on the platform. Dow Jones - the publisher of the Wall Street Journal - has a partnership with Gimlet Media, a unit of Spotify. Luke Vargas hosts."
"January 30, 2022 05:30 am ET","Before Ukraine Standoff, U.S. Pitched Its ‘Freedom Gas’ to Europe and Found Few Takers",World,"American efforts to export LNG to the continent as an alternative to Russian supplies achieved mixed results. As conflict looms, options to send more gas now are limited."
"January 28, 2022 02:33 pm ET",Chevron Still Has Gas in Its Tank,Heard on the Street,"Chevron’s record-breaking results weren’t enough to keep up with its record-breaking share prices. With the strongest balance sheet among peers, though, it will have more flexibility to woo investors later in the year."
"January 27, 2022 07:24 pm ET",Natural-Gas Futures Spike in Latest Market Turmoil,Gas Markets,"At one point, late in the trading session, February futures jumped to nearly $7.35 before crashing back down and rising again to the closing price."
"January 27, 2022 06:21 pm ET",Oil Prices Could Hit $100 This Summer. What’s Fueling the Surge?,PODCAST,"Wall Street forecasters predict that oil prices could hit, or even exceed, $100 a barrel by the summer. Wall Street Journal commodities reporter Ryan Dezember joins WSJ What’s News host Annmarie Fertoli to discuss what is fueling higher prices and what it means for the economy."
"January 27, 2022 09:40 am ET",Russia Standoff Prompts Europe to Enlist U.S. Help Securing Gas,Europe,European officials are scrambling to lock down energy supplies they would need to keep their economies churning if hostilities around Ukraine imperil natural gas piped from Russia.
"January 26, 2022 07:07 pm ET",Opinion: Biden’s Berlin Gas Airlift,Review & Outlook,The West’s energy disarmament is a gift to Putin on Ukraine.
"January 23, 2022 07:00 am ET",Germany’s Reliance on Russian Gas Limits Europe’s Options in Ukraine Crisis,Europe,Berlin is vulnerable if the West sanctions Russia over Ukraine and Moscow responds by cutting off natural-gas exports.
"January 14, 2022 09:49 am ET",PE Daily: Welsh Carson Seeks $5 Billion | Altura’s First Close | Secondary Market to See More Strip Sales,Pro PE Newsletter,"Although the weather may be freezing, the pace of private-equity fundraising activity still seems to be red hot with Preeti Singh reporting that Welsh Carson Anderson & Stowe has returned to the fundraising trail seeking $5 billion for its newest fund offering."
"January 4, 2022 06:30 pm ET",Opinion: Europe Energy Crisis Goes Global,Business World,"To see climate politics turn really crazy, add fuel shortages and high prices."
"December 18, 2021 12:05 pm ET",Taiwan Voters Back Ruling Party in Referendum,Asia,The vote is a setback for Beijing that removes a key obstacle to a U.S. trade deal.
"December 18, 2021 10:00 am ET",U.S. Gas Exports Likely More Trickle Than Flood,Heard on the Street,Market conditions look ripe for another wave of liquefied natural gas export terminals being built in the U.S. Grabbing that opportunity will be easier said than done.
"December 15, 2021 10:22 am ET",Energy Crisis in Europe Intensifies,Finance,"Cold weather and fear of a Russian invasion of Ukraine are sending natural gas prices into overdrive, fueling inflation and clouding economic growth."
"December 8, 2021 05:17 pm ET","Opinion: Stupid Inflation Tricks, Round 2",Review & Outlook,An energy executive instructs Sen. Warren on natural gas prices and CO2 emissions.
"December 6, 2021 03:14 pm ET",Balmy Forecasts Send Natural Gas Prices Plunging,Gas Markets,Worries of soaring heating bills have diminished as warm weather and higher production boost supply.
"November 16, 2021 09:12 am ET",PE Daily: Spring Hill Nabs $151 Million | Bain Capital Backs Mixpanel | Tim Draper’s ESG Style | Equinox Bags $255 Million in Bridge Financing,Pro PE Newsletter,"Today we have two reports from our Luis Garcia, who unpacks a Bain Capital investment in data analytics company Mixpanel Inc. and details fundraising efforts by another Boston firm, Spring Lane Capital, which is nearing the halfway mark in a drive to collect $400 million for a new fund."
"November 7, 2021 05:30 am ET",Natural-Gas Exports Lift Prices for U.S. Utilities Ahead of Winter,Gas Markets,"The supply squeeze, one of the first ever since the U.S. began sending large volumes of gas abroad, means hefty heating bills for consumers."
"November 2, 2021 11:18 am ET",China Binges on U.S. Gas,PODCAST,China is buying more liquified natural gas from the U.S. than ever before. The Wall Street Journal's Quentin Webb tells WSJ What's News host Peter Granitz what's driving the surge in demand and what this means for gas prices.
"November 2, 2021 06:28 am ET","Democrats, Republicans Watch Bellwether Vote in Virginia",PODCAST,A.M. Edition for Nov. 2. Numerous elections get under way in the U.S. today. But one vote is seen as a national bellwether for how midterms will pan out - the race for governor in Virginia. WSJ's Aaron Zitner lays out the issues at stake and what the two candidates stand for. Peter Granitz hosts.
"November 2, 2021 05:30 am ET","China Binges on U.S. Gas to Manage Energy Shortage, Carbon Footprint",Gas Markets,"Record U.S. liquefied natural gas exports to China today are in contrast to just a couple of years ago, after the country imposed tariffs on U.S. LNG during the trade war."
"October 26, 2021 10:50 am ET",PE Daily: Silver Lake Returns With a New Megafund | Shakeup at Blackstone’s Hedge-Fund Business | BV Investment Partners to Buy Outsourcing Company,Pro PE Newsletter,"Even given the tech-buyout giants’ history of pushing the fundraising envelope, the latest effort from Silver Lake may come as a surprise."
"October 22, 2021 03:15 pm ET",Natural Gas Prices Drop From Recent Peak,Commodities,"Natural-gas prices have shed 19% since hitting a 13-year high earlier this month, reversing some of a run-up that has prompted fears of exorbitant heating bills and higher manufacturing costs at a time of already high prices."
"October 17, 2021 07:03 am ET",Some Investors Say Bank Pledges on Arctic Drilling Contain Loopholes,Finance,Controversy over the funding of Arctic oil-and-gas drilling comes as world leaders and top financiers prepare to gather for the United Nations climate conference on curbing carbon emissions.
"October 13, 2021 09:43 am ET",Does Carbon Capture Undermine Efforts for Fewer Emissions?,PODCAST,"Big energy companies are touting 'carbon-neutral' oil and gas, but sceptics say there is no such thing. WSJ What's News host Peter Granitz and WSJ's Dieter Holger discuss what carbon capture means for efforts to burn less fossil fuel."
"October 13, 2021 09:11 am ET",Russia Shows Its Growing Sway Over Global Energy Markets,Russia,"Russia, the world’s largest exporter of gas in the world and the source of more than a third of Europe’s gas, has emerged as a critical supplier with the power to quickly alleviate the continent’s gas deficit."
"October 13, 2021 06:00 am ET",Is Carbon Capture Undermining the Case for Fewer Emissions?,PODCAST,"A.M. Edition for Oct. 13. As big energy companies tout 'carbon-neutral' oil and gas, WSJ's Dieter Holger discusses what this means for efforts to burn less fossil fuel. The U.S. will open its land borders for nonessential travel by vaccinated people. Plus, Social Security is set to rise the most in 40 years in a bid to combat the impact of soaring inflation. And WSJ's Alex Frangos weighs in on the third-quarter earnings season. Peter Granitz hosts."
"October 12, 2021 06:00 am ET",Big Energy Companies’ New Pitch: ‘Carbon-Neutral’ Oil and Gas,Sustainable Business,"Some energy companies are selling oil and gas bundled with carbon offsets and marketing the products as carbon neutral, but critics say the practice could undermine the case for burning less fossil fuel."
"October 8, 2021 11:02 am ET",An SEC Rule Was Meant to Protect Individual Investors. Chaos Ensued.,The Intelligent Investor,Thousands of stocks and bonds in the over-the-counter market are now out of reach for small investors. Professionals are still trading.
"October 8, 2021 10:29 am ET",Shippers of Natural Gas Divert Tankers to Highest Bidder,PODCAST,"As global gas prices continue to soar, WSJ What's News host Peter Granitz and WSJ columnist Rochelle Toplensky explore what this means for countries looking to buy gas and why some are now turning oil and coal plants back on."
"October 8, 2021 06:00 am ET",Ireland Paves the Way for a Global Tax Deal,PODCAST,"A.M. Edition for Oct. 8. WSJ's Paul Hannon explains why the last major holdout has agreed to raise its corporate tax rate and what that means for a global deal. Tesla moves its headquarters from California to Texas. Plus, journalists Maria Ressa and Dmitry Muratov win this year's Nobel Peace Prize for their efforts to safeguard freedom of expression. And agricultural economist Andrew Novakovic explains why retail cheese prices are on the rise. Peter Granitz hosts."
"October 7, 2021 03:45 pm ET",Natural-Gas Shortage Sets Off Scramble Ahead of Winter,Commodities,"The resurgence in demand from economies bouncing back from the pandemic and other factors caught traders, shipowners and energy executives off guard."
"October 7, 2021 01:14 pm ET",Winter Forecast Is Cold Comfort for Natural-Gas Consumers,Heard on the Street,A closely watched forecast shows that the coming winter will be manageable for the U.S. natural-gas markets. That may not be enough to take the air out of natural-gas prices.
"October 1, 2021 05:30 am ET",Winter Is Coming. Should the U.S. Hang On to Its Natural Gas?,Heard on the Street,Rising natural gas prices could put pressure on politicians to limit exports—but curbs have the potential to backfire.
"September 30, 2021 02:37 pm ET",Opinion: Biden’s Energy Price Shock,Review & Outlook,His policies are already contributing to global oil supply shortages.
"September 30, 2021 07:35 am ET",Gas Markets Will Get Even More Exciting,Heard on the Street,"The cleaner-burning fuel is at the heart of the energy transition, but its price volatility is likely to only get worse."
"September 22, 2021 05:32 pm ET","Europe Pumps Less Gas as Demand Rebounds, With Russia Filling the Gap",Europe,"Natural-gas supply shortfalls have led to record prices for the fuel and for electricity, leading to fears of a shortage and spotlighting European efforts to slash greenhouse-gas emissions."
"September 22, 2021 07:44 am ET",Russia’s New Gas Pipeline to Germany Delivers More Power to Moscow,Heard on the Street,A cold winter might force European regulators to speed up the approval process for the controversial Nord Stream 2 pipeline now running between Russia and Germany.
"September 20, 2021 07:03 am ET",America’s Next Hot Import Might Be Record Energy Prices,Heard on the Street,"Natural-gas, coal and electricity prices are all running abnormally high, far too early."
"September 19, 2021 05:30 am ET","Natural-Gas Prices Surge, and Winter Is Still Months Away",Commodities,The jump in prices is prompting worries about winter shortages and forecasts for the most expensive fuel since frackers flooded the market.
"September 15, 2021 01:37 pm ET",Opinion: The Jones Act Ties the Hands of American Industry,Letters,The law hands an edge to imports.
"September 13, 2021 06:17 am ET",Energy Prices in Europe Hit Records After Wind Stops Blowing,Markets,A sudden slowdown in wind-driven electricity production off the coast of the U.K. in recent weeks whipsawed through regional energy markets.
"September 11, 2021 10:00 am ET",Natural-Gas Market Conditions Look Unnatural,Heard on the Street,"Storage levels of the fuel look rather thin globally, while prices have surged. A cold winter in parts of the world could send prices even higher."
"August 27, 2021 05:30 am ET",A Fledgling Natural-Gas Exporter Has Become a Meme Stock,Business,"Charif Souki, a pioneer of America’s shale-gas shipping industry, is connecting with young, internet-savvy investors who have taken an interest in his fledgling company"
"August 15, 2021 09:00 am ET",Shale Pioneer Chesapeake Touts Natural Gas Again,Business,"The company has agreed to purchase Vine Energy, positioning itself for the export market six months after exiting bankruptcy."
"August 12, 2021 05:30 am ET","Frackers, Shippers Eye Natural-Gas Leaks as Climate Change Concerns Mount",Business,The top U.S. gas producer and exporter have teamed up to track the emissions from wells that feed major shipping terminals amid growing pressure from investors and customers.
"July 19, 2021 09:03 pm ET",Santos Has Proposal to Acquire Oil Search Rejected,Business,The deal would have brought together two Australia-listed companies to create $16 billion energy producer.
"July 13, 2021 05:30 pm ET",Record Natural Gas Prices Give Power Markets a Jolt,Gas Markets,"A scramble for natural gas is creating pockets of scarcity in the global market, boosting prices for the fuel and for the electricity generated by burning it."
"June 23, 2021 06:51 am ET","Melting Ice Pits Russia Against U.S., China for Control of Shipping Route",Russia,"The Kremlin is close to realizing its controversial plans for a global shipping route in its high north—plans that have put Moscow at odds with the U.S. and could create friction with China, two countries that also have designs on the Arctic."
"June 15, 2021 12:48 pm ET",Joe Biden's Retreat From Oil and Gas,PODCAST,"The Biden Administration suspends drilling leases in Alaska's Arctic National Wildlife Refuge, as the Keystone XL pipeline is finally canceled. Plus, Kamala Harris's trip to Guatemala, where she says, ""if you come to our border, you will be turned back."""
"June 9, 2021 06:52 pm ET",Opinion: America’s Energy Gift to Dictators,Review & Outlook,"China, Russia and Iran will exploit the U.S. retreat on fossil fuels."
"May 28, 2021 08:52 am ET",Pro Bankruptcy Briefing: Manhattan Firm’s Liquidators Say Lawyer Short $17 Million in Client Funds,Pro Bankruptcy Newsletter,Liquidators say the collapse of real-estate law firm Kossoff PLLC destroyed livelihoods and left a trail of unpaid creditors behind. The liquidating trustee sifting through the defunct firm warned of a difficult case ahead.
"May 12, 2021 06:48 pm ET",Opinion: The Jones Act Strikes Again,Review & Outlook,"Biden considers another waiver, but the real answer is to sink it."
"May 4, 2021 03:15 pm ET",U.S. LNG Club Could Get More Exclusive,Heard on the Street,"Healthy demand growth should help U.S. LNG exporters such as Cheniere Energy, but supply additions from global giants will make it difficult for new projects to break through."
"April 30, 2021 04:50 pm ET",Opinion: Alaska’s Energy Industry Is as Clean as It Gets,Cross Country,Biden’s climate plan will kill American jobs and enrich dirty producers in China and Russia.
"April 25, 2021 10:11 pm ET",How to Add Gas to U.S.-China Climate Cooperation,Heard on the Street,"Both the U.S. and China want to capture the renewable energy market, but on gas there is a clearer—and rare, these days—alignment of interests."
"April 22, 2021 02:50 pm ET",Ship Operators Move Toward LNG to Pare Emissions,Logistics Report,Natural gas-powered vessels are becoming more popular as a halfway measure as a search continues for non-carbon-based fuels.
"April 8, 2021 06:37 pm ET",Opinion: Reject Nord Stream 2 Once and for All,Commentary,The pipeline puts Ukraine’s national security at serious risk.
"March 27, 2021 04:34 pm ET","Amid Islamist Siege in Mozambique, Energy Giant Scrambles to Evacuate",Africa,Total and international contractors were moving staff from a $20 billion natural-gas project.
"March 26, 2021 01:16 pm ET",Suez Canal Blockage Sends Exporters Scrambling,Business,"Asian and European manufacturers, which rely heavily on the Suez Canal to move their products between regions, are weighing contingency plans as efforts to move a ship drag out."
"March 25, 2021 04:38 pm ET",Energy Industry Grapples With Fallout From Suez Canal Blockage,Business,"The fallout from the Suez Canal blockage rippled through the energy industry, with the cost of renting tankers rising and shippers starting to plot alternative routes for supplies of oil and gas."
"March 10, 2021 04:15 pm ET",India’s Top Shipping Company Set to Kick Off Privatization Push,Logistics Report,"At least five maritime operators are in talks with the Indian government to buy a majority stake in the country’s biggest shipping company, which could be among the first public entities to be sold in the country’s biggest ever privatization drive."
"March 5, 2021 05:30 am ET",China’s Pursuit of Natural Gas Jolts Markets and Drains Neighbors,Gas Markets,Beijing’s quest to run the world’s second-largest economy on cleaner energy is reshaping global trade in the fossil fuel.
"February 23, 2021 09:21 am ET",PE Daily: A New Enforcement Era for PE | K1 Bets on Atera Networks | Boyu Capital’s Singapore Shift,Pro PE Industry News,"The U.S. crossed a sobering threshold in the coronavirus pandemic yesterday, surpassing 500,000 deaths, even as the nation continues to roll out vaccinations against the virus."
"February 18, 2021 05:33 pm ET",U.S. Natural Gas Shortage Hampers Blackout Recovery,Gas Markets,Frozen oil and gas wells and pipeline infrastructure have reduced the fuel available to power plants as companies seek to restore electricity to millions this week.
"February 16, 2021 06:22 pm ET",Opinion: Texas Cold’Em: Power Outages Are Political,Business World,Neither the blackouts nor their fixes teach anything useful about climate risks.
"February 16, 2021 01:39 pm ET",Don’t Blame Wind for Texas Electricity Woes,Heard on the Street,Renewable energy and market design are easy targets during electricity failures but they are inadequate explanations.
"February 15, 2021 04:11 pm ET",Oil Prices Rally as Cold Blast Hits Texas,Oil Markets,Frigid temperatures across swaths of the country injected new momentum into the rally in energy markets in part by threatening oil-and-gas production in Texas.
"February 15, 2021 02:09 pm ET",Opinion: A Deep Green Freeze,Review & Outlook,Power shortages show the folly of eliminating natural gas—and coal.
"February 12, 2021 05:28 am ET",Oil Industry’s Dash for Gas Comes With Risks,Heard on the Street,"There are early signs of a new wave of investment in liquefied natural gas, oil’s cleaner cousin. The industry is trumpeting a new capital discipline, but it might not be enough to stop another glut."
"February 11, 2021 09:32 am ET","Shell Hits Its Own Peak Oil, Plans to Reduce Output",Earnings,"The company said it would start reducing oil production, calling an end to a decades-old strategy centered on pumping more hydrocarbons as it and other energy giants seek to capitalize on a shift to low-carbon power."
